user_id,attempt_id,completed_at,recompute_status,persisted_weighted,recomputed_weighted,delta_weighted,persisted_modified,recomputed_modified,delta_modified,persisted_psych_modified,recomputed_psych_modified,delta_psych_modified,persisted_interview_pass,recomputed_interview_pass,interview_pass_flipped,persisted_final_pass,recomputed_final_pass,final_pass_flipped,persisted_disclosure,recomputed_disclosure,disclosure_changed,persisted_gate_fail_reasons,recomputed_gate_fail_reasons,recompute_notes
d00be80e-9bff-4ce9-81ec-614377d73358,721ef7f7-c311-48b2-9002-fdacf756f1de,2026-04-29T17:53:57.243+00:00,success,6.70,6.60,-0.10,,6.45,,,6.45,,true,false,true,,false,false,,calibrated,true,,weighted_score|scenario_floor,rollup_algorithm:scenario_only_integers_v3; gate: weighted_score: 6.5 (required 6.5); scenario_floor: S1=4.67 (min 5); weighted_threshold_met; scenario composite floor: S1=4.67
e26d1c90-ae9f-4f4d-ba80-45460f083250,45590186-a6df-4a5e-92a3-220f6cb45dc8,2026-04-29T18:57:30.84+00:00,success,7.10,6.60,-0.50,,6.80,,,6.80,,true,false,true,,false,false,,calibrated,true,,,rollup_algorithm:scenario_only_integers_v3; gate: floor_breach: accountability (4.0)
15b65e57-2356-41a3-95d4-064869b1c251,ee99a4aa-85d8-4d5a-b320-de6b640e5640,2026-04-29T19:32:48.452+00:00,success,5.60,5.80,0.20,,5.50,,,5.50,,true,false,true,,false,false,,calibrated,true,,weighted_score|scenario_floor,rollup_algorithm:scenario_only_integers_v3; gate: weighted_score: 5.5 (required 6.5); scenario_floor: S2=4.83 (min 5); weighted_threshold_met; scenario composite floor: S2=4.83
86b8eb55-9081-4f26-9904-67ce5aeb4a95,7a9b44c1-7850-43df-b1ea-a62fd075ab79,2026-04-29T22:03:55.435+00:00,success,6.80,6.90,0.10,,6.90,,,6.90,,true,true,false,,true,false,,calibrated,true,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
aa8c081c-49f9-4d4b-a7ce-c9d4347646bd,824326a2-3312-4d9c-85c2-c649dce9b146,2026-04-29T22:40:29.721+00:00,success,6.70,6.50,-0.20,,6.45,,,6.45,,true,false,true,,false,false,,calibrated,true,,weighted_score|scenario_floor,rollup_algorithm:scenario_only_integers_v3; gate: weighted_score: 6.5 (required 6.5); scenario_floor: S3=4.29 (min 5); weighted_threshold_met; scenario composite floor: S3=4.29
a246372c-cefe-4b50-9549-51898e0de968,fa365f2a-fb6f-4711-a4fa-36f9e5078ccc,2026-04-29T22:44:34.794+00:00,success,5.30,5.30,0.00,,5.30,,,5.30,,true,false,true,,false,false,,calibrated,true,,scenario_floor,"rollup_algorithm:scenario_only_integers_v3; gate: floor_breach: accountability (4.0), repair (4.0); scenario composite floor: S2=3.17"
3b05c8b7-1783-404a-85f9-eb5a592d044a,a5bb7f98-e1d8-4c43-bfb7-7fe5ea7303a4,2026-04-30T01:10:15.855+00:00,incomplete,7.60,,,,,,,,,true,false,true,,false,false,,,false,,,completion gate: scenario_2_scores null; weighted score withheld — incomplete data
6339c9b5-dac0-4b99-b9f0-d82c84d1d60d,b980a9e6-2c73-489c-8900-47f71396ba0d,2026-04-30T17:02:53.252+00:00,success,7.70,7.60,-0.10,,7.80,,,7.80,,true,true,false,,true,false,,calibrated,true,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
09fab59b-ab39-40db-9965-23fef8f3f4f8,eb4c73fc-c715-4151-9f34-4f0a9532b2cb,2026-04-30T19:45:08.396+00:00,success,6.40,6.40,0.00,,6.40,,,6.40,,true,false,true,,false,false,,calibrated,true,,weighted_score,rollup_algorithm:scenario_only_integers_v3; gate: weighted_score: 6.4 (required 6.5)
ef065d67-73b1-4902-bec3-be7f4659405b,7e36b42b-90a9-4cd8-8e0d-8a3e9f2b905d,2026-05-01T04:25:40.603+00:00,incomplete,8.40,,,,,,,,,true,false,true,,false,false,,,false,,,completion gate: scenario_1_scores null; scenario_2_scores null; scenario_3_scores null; moment_4_scores null; weighted score withheld — incomplete data
dcb7d41a-f027-41c8-9e9f-716f8e6d271a,138dca24-218c-4b55-a3e1-ee1293dbf7dd,2026-05-01T19:28:04.457+00:00,success,8.40,7.60,-0.80,,7.60,,,7.60,,true,true,false,,true,false,,calibrated,true,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
cb629db3-cfd1-442f-9cdd-4bb80a1ef538,7118b49e-0c81-40f5-bb38-4234eb407c54,2026-05-01T20:47:28.081+00:00,success,5.70,5.80,0.10,5.70,5.80,0.10,,5.80,,false,false,false,,false,false,calibrated,calibrated,false,weighted_score|scenario_floor,weighted_score|scenario_floor,rollup_algorithm:scenario_only_integers_v3; gate: weighted_score: 5.8 (required 6.5); scenario_floor: S3=4.29 (min 5); weighted_threshold_met; scenario composite floor: S3=4.29
9c911a24-6ec2-4cd8-9772-2018803d4415,92655ae1-3918-4e67-b94d-a1865b99526a,2026-05-01T23:58:34.084+00:00,success,8.50,8.00,-0.50,,8.00,,,8.00,,true,true,false,,true,false,,calibrated,true,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
12c8fb23-d990-493e-b836-03936628f107,718f6e99-8d0d-4b08-9e80-3c389d695e98,2026-05-02T01:07:42.832+00:00,success,7.00,6.60,-0.40,,6.60,,,6.60,,true,true,false,,true,false,,calibrated,true,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
41039f68-d109-4ba4-8a9c-cea712731ff1,fbc78d23-d63b-4144-a4c3-95b91157a5f2,2026-05-02T04:50:04.579+00:00,success,8.30,7.60,-0.70,,7.60,,,7.60,,true,true,false,,true,false,,calibrated,true,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
cef82897-15d7-44de-9e84-c7e02d94ce81,bb89a602-a382-462d-aca8-056a5e2c42fc,2026-05-02T04:52:16.961+00:00,success,6.10,6.40,0.30,,6.40,,,6.40,,true,false,true,,false,false,,calibrated,true,,weighted_score|scenario_floor,rollup_algorithm:scenario_only_integers_v3; gate: weighted_score: 6.4 (required 6.5); scenario_floor: S2=4.33 (min 5); weighted_threshold_met; scenario composite floor: S2=4.33
6eb96ca6-885f-4889-a78a-6cace06181d7,760ad35c-7a78-49b1-bb9b-4512282c08e5,2026-05-02T05:21:47.037+00:00,success,7.30,7.10,-0.20,,7.10,,,7.10,,true,true,false,,true,false,,calibrated,true,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
63d48dec-435f-4518-9871-d6649f2aafc4,93fad3be-71d1-4710-91ad-07156975b1f8,2026-05-02T08:41:46.314+00:00,success,8.30,7.20,-1.10,,7.20,,,7.20,,true,true,false,,true,false,,calibrated,true,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
2de1475b-b29e-48c8-8a79-97f12c4cf8d0,e30d8721-e7bf-44ed-b7cb-2fb8f9b462f5,2026-05-02T15:21:09.983+00:00,success,8.10,7.40,-0.70,,7.40,,,7.40,,true,true,false,,true,false,,calibrated,true,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
797d0fa8-f46a-4828-9650-55a9caf6821e,77aac053-5aeb-4d58-8743-d77c3d210595,2026-05-02T16:18:10.321+00:00,success,7.40,7.10,-0.30,,7.10,,,7.10,,true,true,false,,true,false,,calibrated,true,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
c02c1069-e9fb-43e7-9fd3-f3e5977527aa,b287c616-375c-4f45-8411-cf6188ba84db,2026-05-02T19:55:37.968+00:00,success,8.00,7.30,-0.70,,7.15,,,7.15,,true,true,false,,true,false,,calibrated,true,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
12d2fe21-e102-402f-9431-ee3f4d6be34b,c13df507-fb38-4aa7-9219-a3d159ab41ba,2026-05-02T22:56:57.585+00:00,success,7.10,5.90,-1.20,,5.90,,,5.90,,true,false,true,,false,false,,calibrated,true,,scenario_floor,rollup_algorithm:scenario_only_integers_v3; gate: floor_breach: accountability (4.0); scenario composite floor: S3=4.71
852fc964-c870-4a31-8a53-8845eb8d7f4b,f3d127a4-b3dd-4cec-bb5a-8dc6dbbaeaf5,2026-05-02T23:17:22.445+00:00,success,,7.50,,,7.50,,,7.50,,false,true,true,,true,false,,calibrated,true,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
04cf579a-ac6e-4b04-8d83-01b7cf26481c,51e53c4d-ba87-459a-bbc1-a09088cd52a4,2026-05-02T23:19:57.504+00:00,success,6.10,6.00,-0.10,,6.00,,,6.00,,true,false,true,,false,false,,calibrated,true,,scenario_floor,rollup_algorithm:scenario_only_integers_v3; gate: floor_breach: accountability (4.0); scenario composite floor: S3=4.67
ea13107b-91c1-406d-b480-ec3cf6cee164,60eee704-54d5-4abe-b23a-a51ac622b052,2026-05-02T23:34:54.178+00:00,success,6.80,6.30,-0.50,,6.15,,,6.15,,true,false,true,,false,false,,calibrated,true,,,rollup_algorithm:scenario_only_integers_v3; gate: floor_breach: accountability (4.0)
98465783-1c1c-482f-8930-628cea04dd6a,4d151e17-e2f3-42ec-9257-8c87a52d9f9f,2026-05-03T13:52:53.218+00:00,success,8.30,7.20,-1.10,,7.20,,,7.20,,true,true,false,,true,false,,calibrated,true,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
e7edac3c-0459-4749-acfc-c2cda6a0bd54,0cae9531-a7a5-48fe-8305-be2d045320ee,2026-05-03T20:15:27.644+00:00,success,7.80,7.20,-0.60,,7.20,,,7.20,,true,true,false,,true,false,,calibrated,true,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
17b9a839-104f-409c-b91d-5ede36bec053,af73e8b4-5e04-44f2-9a2d-8ad50c524468,2026-05-04T04:03:21.014+00:00,success,6.00,6.10,0.10,,6.10,,,6.10,,false,false,false,,false,false,,calibrated,true,,weighted_score|scenario_floor,rollup_algorithm:scenario_only_integers_v3; gate: weighted_score: 6.1 (required 6.5); scenario_floor: S2=3.83 (min 5); weighted_threshold_met; scenario composite floor: S2=3.83
e395037c-420c-48fc-b5db-e0bb33e5884b,f9494ec1-1d1c-49f1-bfa6-4a8abc3752a5,2026-05-04T20:00:20.066+00:00,success,6.90,6.20,-0.70,,6.20,,,6.20,,true,false,true,,false,false,,calibrated,true,,weighted_score,rollup_algorithm:scenario_only_integers_v3; gate: weighted_score: 6.2 (required 6.5)
0e83f27d-0ebd-4be0-b218-3eaaf7ca8778,352182dd-db45-402a-a26c-c6d5cc441da4,2026-05-04T20:22:20.935+00:00,success,7.20,6.90,-0.30,,6.90,,,6.90,,true,true,false,,true,false,,calibrated,true,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
9e19b7d5-4e52-49a9-9066-48e50107df1e,58c5d715-a018-4929-9fda-017af15c645b,2026-05-04T22:47:57.939+00:00,success,6.00,6.10,0.10,,6.10,,,6.10,,true,false,true,,false,false,,calibrated,true,,weighted_score|scenario_floor,rollup_algorithm:scenario_only_integers_v3; gate: weighted_score: 6.1 (required 6.5); scenario_floor: S3=4.29 (min 5); weighted_threshold_met; scenario composite floor: S3=4.29
86eb10f4-594f-4563-a53e-e4e811cfd2cb,31ff2788-afca-432e-9822-ff59d64996bf,2026-05-07T17:04:10.713+00:00,success,6.90,6.30,-0.60,,5.80,,,5.80,,true,false,true,,false,false,,underdisclosure,true,,weighted_score|scenario_floor,rollup_algorithm:scenario_only_integers_v3; gate: weighted_score: 5.8 (required 6.5); scenario_floor: S2=3.33 (min 5); weighted_threshold_met; scenario composite floor: S2=3.33
214f0ba8-baa9-4eb0-9b83-15ae71f46dd2,af88b820-b052-4515-9d11-faf36df6b245,2026-05-07T17:13:30.08+00:00,success,4.20,4.20,0.00,,3.25,,2.70,2.15,-0.55,false,false,false,false,false,false,,underdisclosure,true,,scenario_floor,"rollup_algorithm:scenario_only_integers_v3; gate: floor_breach: accountability (3.0), repair (3.0); scenario composite floor: S1=3.33; S2=4.83; S3=4.00"
5dca7cf1-749e-4eb9-b0c3-c3d0c7187179,98a75fe5-1037-4d43-8dac-5e39e2861f5f,2026-05-07T18:34:47.432+00:00,success,6.80,5.80,-1.00,,5.50,,,5.50,,true,false,true,,false,false,,underdisclosure,true,,weighted_score|scenario_floor|mentalizing_floor,"rollup_algorithm:scenario_only_integers_v3; gate: weighted_score: 5.5 (required 6.5); scenario_floor: S2=4.67 (min 5); weighted_threshold_met; mentalizing_floor: S1=3.00, S2=3.00 (< 4 in 2+ scenarios); mentalizing floor: scenarios 1, 2; scenario composite floor: S2=4.67"
63adcce1-4e77-49c5-8357-7ed94b131995,e0e0e324-1fee-49e0-b091-e88c03e5989c,2026-05-07T19:26:50.855+00:00,success,7.10,7.30,0.20,7.10,7.30,0.20,,7.30,,true,true,false,,true,false,calibrated,calibrated,false,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
77eecdf6-39ad-442a-982b-c2868020a8ea,044a9993-47ec-4250-b743-b687cc37e4f8,2026-05-07T19:51:43.991+00:00,success,6.60,5.50,-1.10,,5.50,,,5.50,,true,false,true,,false,false,,calibrated,true,,weighted_score,rollup_algorithm:scenario_only_integers_v3; gate: weighted_score: 5.5 (required 6.5)
4c2fdd48-3b5b-4ceb-892d-6142560e5092,97da22a6-7425-42ae-bcda-f1b6a4146c25,2026-05-07T20:53:47.835+00:00,success,7.70,7.90,0.20,7.90,8.10,0.20,,8.10,,true,true,false,,true,false,calibrated,calibrated,false,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
1e685466-8c91-4299-a304-eaa67744290b,b12b7c7a-1fa7-4ad9-8256-8adf05df48ae,2026-05-07T21:43:24.496+00:00,success,7.30,7.60,0.30,,7.65,,,7.65,,true,true,false,,true,false,,overdisclosure,true,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
420f6d9a-a998-4cbe-afae-488046a6a759,77340fcc-25d1-41be-8dcd-398aec0916c3,2026-05-07T23:01:35.34+00:00,success,5.60,5.40,-0.20,5.80,5.60,-0.20,,5.60,,false,false,false,,false,false,calibrated,calibrated,false,weighted_score|scenario_floor,weighted_score|scenario_floor,rollup_algorithm:scenario_only_integers_v3; gate: weighted_score: 5.6 (required 6.5); scenario_floor: S2=2.67 (min 5); weighted_threshold_met; scenario composite floor: S2=2.67
6271fc5f-11f0-43f7-8774-cbb832bda8cc,1098d765-1224-4a62-8df4-fcbd7d224fa7,2026-05-08T00:46:52.446+00:00,success,7.60,7.50,-0.10,7.85,7.90,0.05,,7.90,,true,true,false,,true,false,calibrated,calibrated,false,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
435e2759-706b-4206-91d1-4bef01eec996,2faaf48b-25c3-4b92-9d11-955444680c1c,2026-05-08T04:35:27.082+00:00,success,5.20,4.10,-1.10,,4.10,,,4.10,,false,false,false,,false,false,,calibrated,true,,scenario_floor,"rollup_algorithm:scenario_only_integers_v3; gate: floor_breach: accountability (4.0), contempt (4.0), repair (3.0); scenario composite floor: S1=3.67; S2=1.50"
855fc366-1c40-48f8-9289-6ab4527aacb4,86f783ed-fc75-4b01-a466-ef26eca39158,2026-05-08T08:27:33.249+00:00,success,7.00,5.90,-1.10,,5.60,,,5.60,,true,false,true,,false,false,,underdisclosure,true,,,rollup_algorithm:scenario_only_integers_v3; gate: floor_breach: accountability (4.0)
29a95682-30ce-468a-842f-7d87fa359be2,ea48999d-9300-4fa9-915f-e95629f5d951,2026-05-08T16:32:50.439+00:00,success,7.40,7.20,-0.20,,7.25,,,7.25,,true,true,false,,true,false,,calibrated,true,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
3ac30567-38d8-4f8b-a00f-13f6af3c543a,b3dcb5fd-a735-410d-9493-ee1fbb7c8b46,2026-05-08T20:48:10.13+00:00,success,6.60,6.70,0.10,6.60,6.40,-0.20,,6.40,,true,false,true,,false,false,calibrated,underdisclosure,true,,weighted_score,rollup_algorithm:scenario_only_integers_v3; gate: weighted_score: 6.4 (required 6.5)
4fd31c7c-a0d2-49a8-98b9-cc1c331da1d3,7359ebfe-8166-4f0e-b574-da52129810bc,2026-05-08T21:38:15.835+00:00,success,4.90,4.90,0.00,4.45,4.45,0.00,,4.45,,false,false,false,,false,false,calibrated,calibrated,false,weighted_score|scenario_floor,weighted_score|scenario_floor,rollup_algorithm:scenario_only_integers_v3; gate: weighted_score: 4.5 (required 6.5); scenario_floor: S2=2.33 (min 5); weighted_threshold_met; scenario composite floor: S2=2.33
a3846e03-97ef-42cb-81e3-f0d522da5c70,0c1cf5b1-be61-4de7-b838-8efd19c86a39,2026-05-08T21:39:44.283+00:00,success,6.90,6.20,-0.70,,6.30,,,6.30,,true,false,true,,false,false,,calibrated,true,,weighted_score,rollup_algorithm:scenario_only_integers_v3; gate: weighted_score: 6.3 (required 6.5)
b017d40e-b77b-4bc4-bab6-89fb459e42e8,7ee5e43d-7fd7-4bd6-a78b-8f828c54a695,2026-05-08T21:40:30.763+00:00,success,7.10,6.80,-0.30,,6.65,,,6.65,,true,true,false,,true,false,,overdisclosure,true,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
9346a50d-44dd-4242-8afc-83f48fa6483f,5611ffd1-85dd-4b07-991b-d778ab301a6a,2026-05-08T22:48:04.912+00:00,success,7.10,7.20,0.10,6.90,6.85,-0.05,,6.85,,true,true,false,,true,false,overdisclosure,overdisclosure,false,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
b9c41449-3fe7-42c4-9d46-d8f3773873b3,96670ebe-5d1d-45ef-881e-3f53407e44c2,2026-05-09T21:18:45.754+00:00,success,5.80,6.00,0.20,,5.50,,,5.50,,false,false,false,,false,false,,underdisclosure,true,,weighted_score|scenario_floor,rollup_algorithm:scenario_only_integers_v3; gate: weighted_score: 5.5 (required 6.5); scenario_floor: S3=4.83 (min 5); weighted_threshold_met; scenario composite floor: S3=4.83
59d94101-4b87-4813-aaeb-9471dabb87ee,577b27d8-26c6-4fde-a804-d0360b4aa20b,2026-05-10T13:29:25.469+00:00,success,7.70,7.00,-0.70,,7.10,,,7.10,,true,true,false,,true,false,,calibrated,true,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
813c21bc-8549-41c0-82b9-1a2adb97ec7f,e7464bb1-1625-4d77-8818-e3c0a5fe8f04,2026-05-10T23:37:59.457+00:00,success,8.00,6.90,-1.10,,6.70,,,6.70,,true,true,false,,true,false,,overdisclosure,true,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
52cebca1-667f-49c6-a8ec-02bf5da1d787,eece836d-7e6e-4297-bb58-4e89008110d5,2026-05-11T03:19:38.815+00:00,success,7.60,7.40,-0.20,,7.25,,,7.25,,true,true,false,,true,false,,overdisclosure,true,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
3686b694-684d-43e7-9ca0-e47079d88d9c,40279911-f9db-4760-ba6e-91e135d67c07,2026-05-18T18:03:07.84+00:00,success,7.50,8.00,0.50,7.70,8.40,0.70,,8.40,,true,true,false,,true,false,calibrated,calibrated,false,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
11704441-f1c9-48cb-a622-037c87fca221,a62d1359-c256-4499-be07-d8ab5e87dbe5,2026-05-18T18:13:38.33+00:00,success,5.60,6.00,0.40,5.70,6.10,0.40,,6.10,,false,false,false,,false,false,calibrated,calibrated,false,weighted_score|scenario_floor,weighted_score|scenario_floor,rollup_algorithm:scenario_only_integers_v3; gate: weighted_score: 6.1 (required 6.5); scenario_floor: S2=4.17 (min 5); weighted_threshold_met; scenario composite floor: S2=4.17
1cfb3726-b757-4aa4-b96c-4c7286df9023,9255d75a-46f7-42d2-aed1-7fef443a194a,2026-05-18T18:37:35.187+00:00,success,7.20,7.20,0.00,7.45,7.45,0.00,,7.45,,true,true,false,,true,false,overdisclosure,overdisclosure,false,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
8f5f25a2-68fd-4d5b-b323-88f227f67570,25c11612-b1f1-4364-b32f-146e5ec99399,2026-05-18T22:37:07.155+00:00,success,6.80,6.90,0.10,6.85,6.95,0.10,,6.95,,true,true,false,,true,false,overdisclosure,overdisclosure,false,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
9745268f-5069-46bc-a124-47b5b7df60a2,324a9e98-fd3f-47c9-80ee-90e40877d395,2026-05-19T00:00:25.777+00:00,success,5.50,5.40,-0.10,5.50,5.40,-0.10,,5.40,,false,false,false,,false,false,calibrated,calibrated,false,weighted_score|scenario_floor,weighted_score|scenario_floor,rollup_algorithm:scenario_only_integers_v3; gate: weighted_score: 5.4 (required 6.5); scenario_floor: S2=3.67 (min 5); weighted_threshold_met; scenario composite floor: S2=3.67
b3a45cf7-66ae-44d5-936d-b1b292efe171,4c79c7f2-c16b-47de-b61c-9366e2d4ec39,2026-05-19T00:07:44.672+00:00,success,6.70,7.30,0.60,6.40,7.00,0.60,,7.00,,true,true,false,,true,false,underdisclosure,underdisclosure,false,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
ab6139ff-af5a-4bbf-a966-bd42b10da746,db8efc65-df96-4adb-86de-d55b9ba340a6,2026-06-09T20:05:33.053+00:00,success,4.30,4.50,0.20,3.95,3.70,-0.25,2.70,2.85,0.15,false,false,false,false,false,false,calibrated,underdisclosure,true,scenario_floor,scenario_floor,"rollup_algorithm:scenario_only_integers_v3; gate: floor_breach: accountability (4.0), regulation (4.0), repair (4.0); scenario composite floor: S2=3.50; S3=4.00"
6f17318f-c032-4c52-8224-efed41fb8aa3,195fe2e7-de52-49e4-9473-f16d1eb98ca1,2026-06-09T21:17:33.64+00:00,success,7.20,7.20,0.00,6.65,6.55,-0.10,6.65,6.55,-0.10,true,true,false,true,true,false,underdisclosure,underdisclosure,false,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
68577c70-cd64-4745-b52e-598a78c35da2,2840c8de-d8ae-4db0-9b99-21f9d978d2cf,2026-06-09T22:33:02.627+00:00,success,8.20,7.60,-0.60,8.40,7.50,-0.90,8.05,7.50,-0.55,true,true,false,true,true,false,calibrated,underdisclosure,true,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
d6c5b015-6d8a-46d1-82a1-cc17dd5c57b3,ea8005bc-951a-4fd9-aa4a-a10ebdcd7912,2026-06-10T18:01:47.139+00:00,success,7.00,6.90,-0.10,6.75,6.65,-0.10,6.75,6.65,-0.10,true,true,false,true,true,false,overdisclosure,overdisclosure,false,,,rollup_algorithm:scenario_only_integers_v3; gate: pass — all current rubric checks satisfied
330354f3-70f1-4613-a398-7c72ae9043a1,3f6fcfb5-bfa2-4f1f-923c-5c2e94e300b3,2026-06-11T00:04:10.54+00:00,incomplete,8.20,,,8.20,,,,,,true,false,true,true,false,true,,,false,,,completion gate: scenario_1_scores null; scenario_2_scores null; scenario_3_scores null; moment_4_scores null; weighted score withheld — incomplete data
